accx,accy,accz
0.0524,0.2909,0.951
0.0338,0.3036,0.9441
0.0319,0.304,0.9407
0.0324,0.308,0.9402
0.0226,0.3172,0.9373
0.0182,0.3158,0.9339
0.0143,0.3207,0.9329
0.0148,0.3182,0.9339
0.0148,0.3172,0.9319
0.0148,0.3158,0.9358
0.0133,0.3163,0.9383
0.0167,0.3089,0.9383
0.0206,0.3065,0.9402
0.0206,0.3021,0.9392
0.025,0.3021,0.9432
0.0324,0.2948,0.9515
0.0397,0.2874,0.9607
0.0509,0.2796,0.9646
0.0519,0.2787,0.969
0.0568,0.2777,0.9759
0.0607,0.2743,0.9768
0.0621,0.2718,0.9773
0.066,0.2684,0.9808
0.0695,0.2664,0.9857
0.067,0.2664,0.9837
0.0656,0.2699,0.9901
0.0656,0.2752,0.9911
0.069,0.2728,0.9901
0.0621,0.2791,0.9857
0.0524,0.287,0.9823
0.0548,0.2899,0.9803
0.0475,0.2977,0.9705
0.0475,0.306,0.9637
0.045,0.3089,0.9539
0.0421,0.3084,0.9578
0.0407,0.3187,0.9456
0.0343,0.3153,0.9422
0.0353,0.3143,0.9441
0.0333,0.3099,0.9412
0.0367,0.3114,0.9358
0.0363,0.3119,0.9422
0.0348,0.3084,0.9422
0.0353,0.3055,0.9588
0.0392,0.3016,0.9598
0.0397,0.2948,0.9739
0.0465,0.2855,0.9759
0.0431,0.2777,0.9764
0.0402,0.2767,0.9823
0.0387,0.2762,0.9916
0.0402,0.2743,0.9989
0.0392,0.283,1.0174
0.0407,0.2855,1.0389
0.0402,0.2904,1.0462
0.0382,0.2977,1.0697
0.0411,0.3021,1.0824
0.0416,0.3065,1.0883
0.0382,0.308,1.0927
0.0402,0.3114,1.1015
0.0416,0.3153,1.0995
0.048,0.3226,1.1
0.049,0.3275,1.0937
0.049,0.3265,1.0795
0.048,0.326,1.0677
0.0514,0.3231,1.0487
0.0577,0.3348,1.0253
0.0617,0.3397,1.0238
0.0568,0.3505,1.0062
0.0485,0.3559,0.9896
0.0446,0.3588,0.9842
0.0411,0.3603,0.9798
0.0353,0.3539,0.9681
0.028,0.3515,0.9627
0.027,0.3495,0.9578
0.028,0.3441,0.9563
0.0197,0.3387,0.9612
0.0182,0.325,0.9602
0.0118,0.3211,0.9632
0.0026,0.3021,0.9681
0.0016,0.286,0.9803
0.0006,0.2796,0.9823
0.0006,0.2694,0.995
0.0021,0.2645,0.9999
0.0065,0.2513,1.0199
0.0109,0.2469,1.0267
0.0138,0.2464,1.0311
0.0153,0.2337,1.0267
0.0177,0.2268,1.0326
0.0187,0.2259,1.0296
0.0182,0.2195,1.0228
0.0162,0.219,1.0233
0.0109,0.2132,1.0135
0.0143,0.2176,1.0101
0.0201,0.2254,1.013
0.0197,0.2298,1.0028
0.028,0.2381,0.9881
0.028,0.2411,0.9808
0.0289,0.2435,0.971
0.0304,0.2469,0.9602
0.0294,0.244,0.9573
0.0309,0.2411,0.9544
0.0319,0.2406,0.9554
0.0294,0.2406,0.9573
0.026,0.2332,0.9588
0.0187,0.2273,0.9593
0.0187,0.2283,0.9681
0.0143,0.2337,0.9729
0.0065,0.2273,0.9729
0.0035,0.2254,0.9788
0.0001,0.2283,0.9901
0.0011,0.2268,0.9916
-0.0063,0.2288,0.9896
-0.0087,0.2278,0.995
-0.0185,0.2249,0.9945
-0.0219,0.2215,0.9906
-0.0283,0.2273,0.9803
-0.0331,0.2229,0.9739
-0.0331,0.2254,0.9685
-0.0341,0.2229,0.9578
-0.038,0.2244,0.9515
-0.0468,0.2268,0.9305
-0.0527,0.2254,0.9173
-0.0537,0.2234,0.9129
-0.0576,0.2215,0.9085
-0.0634,0.2224,0.9026
-0.0659,0.2239,0.8948
-0.0722,0.2317,0.8958
-0.0742,0.2351,0.8953
-0.0747,0.2337,0.8982
-0.0742,0.2302,0.9036
-0.08,0.2342,0.909
-0.083,0.2361,0.9095
-0.0747,0.2361,0.9192
-0.0742,0.2381,0.9309
-0.0693,0.2351,0.9402
-0.0678,0.2322,0.9397
-0.06,0.2332,0.948
-0.0517,0.2263,0.9461
-0.0444,0.2249,0.9451
-0.0302,0.218,0.9446
-0.0263,0.2151,0.9422
-0.0117,0.2117,0.9319
-0.0043,0.2132,0.9329
0.0084,0.2097,0.927
0.0128,0.2161,0.9173
0.0211,0.2215,0.909
0.0187,0.2259,0.9031
0.0187,0.2346,0.9036
0.0123,0.2302,0.9021
0.0074,0.2391,0.8914
0.0016,0.2503,0.8865
-0.0058,0.2581,0.8831
-0.0092,0.2601,0.8748
-0.0283,0.2694,0.8645
-0.0322,0.2694,0.862
-0.0444,0.2782,0.8552
-0.0429,0.2796,0.8596
-0.0527,0.2918,0.8654
-0.0561,0.3011,0.8713
-0.0629,0.3075,0.8875
-0.0722,0.3099,0.8977
-0.0712,0.3089,0.9031
-0.0756,0.3138,0.9129
-0.08,0.3123,0.9139
-0.0751,0.3114,0.9104
-0.0722,0.3094,0.907
-0.06,0.3016,0.8889
-0.0541,0.3036,0.888
-0.0463,0.2987,0.8728
-0.0297,0.2982,0.862
-0.0214,0.2967,0.8581
-0.0165,0.2977,0.8571
0.0001,0.2938,0.8493
0.007,0.2899,0.8464
0.0104,0.2904,0.8518
0.0157,0.2845,0.8498
0.0157,0.285,0.8557
0.0104,0.2845,0.8635
0.0084,0.284,0.8645
-0.0034,0.2933,0.8802
-0.0092,0.2909,0.8821
-0.02,0.2982,0.8894
-0.0288,0.3016,0.8982
-0.0361,0.3084,0.9031
-0.041,0.3109,0.9075
-0.0468,0.3182,0.9124
-0.0512,0.3236,0.9173
-0.0502,0.328,0.9173
-0.0488,0.327,0.9168
-0.0429,0.3211,0.9119
-0.0341,0.3187,0.9085
-0.0302,0.3197,0.9055
-0.0204,0.3167,0.9051
-0.0141,0.3123,0.9036
-0.0126,0.3128,0.9104
-0.0146,0.3075,0.9104
-0.0136,0.3055,0.9119
-0.0107,0.3026,0.9139
-0.0043,0.305,0.9143
-0.0038,0.3036,0.9202
-0.0048,0.3011,0.9222
-0.0038,0.3021,0.9226
-0.0024,0.2997,0.927
-0.0034,0.3011,0.9314
-0.0019,0.3021,0.9363
-0.0053,0.3006,0.9348
-0.0063,0.3016,0.9344
-0.0068,0.3045,0.9461
-0.0034,0.307,0.9554
-0.0053,0.3119,0.9749
-0.0082,0.3109,0.9798
-0.0136,0.3143,0.9891
-0.018,0.304,0.9955
-0.0219,0.3016,0.9969
-0.0195,0.2997,0.9984
-0.0204,0.2987,1.0013
-0.017,0.2977,0.9955
-0.0146,0.2948,0.9857
-0.0112,0.2992,0.9778
-0.0082,0.3055,0.9729
0.0016,0.3084,0.9671
0.0011,0.3123,0.9583
0.005,0.3182,0.9485
0.0094,0.3163,0.9432
0.0074,0.3182,0.9353
0.0031,0.3177,0.9256
0.0021,0.3197,0.9265
0.0021,0.3211,0.9305
-0.0048,0.3138,0.9363
-0.0068,0.3133,0.9436
-0.0058,0.3109,0.9451
-0.0063,0.304,0.9617
-0.0078,0.2987,0.9695
-0.0107,0.2953,0.9749
-0.0126,0.2914,0.9798
-0.0121,0.2855,0.9896
-0.0151,0.2738,0.9964
-0.0121,0.265,1.0033
-0.0165,0.2611,1.0023
-0.0278,0.2346,1.0116
-0.0336,0.2302,1.0165
-0.0429,0.2263,1.0267
-0.0483,0.2224,1.0277
-0.0556,0.2263,1.0306
-0.06,0.2298,1.0331
-0.0595,0.2263,1.035
-0.0634,0.2401,1.034
-0.0605,0.245,1.0321
-0.061,0.2518,1.0257
-0.0527,0.2596,1.015
-0.0429,0.2708,1.0038
-0.0283,0.2752,0.995
-0.0165,0.287,0.9764
-0.0053,0.2899,0.97
0.0074,0.3026,0.9563
0.0143,0.306,0.949
0.0216,0.3104,0.9436
0.0367,0.3182,0.9285
0.0548,0.3319,0.9197
0.0646,0.3392,0.906
0.0822,0.3446,0.9026
0.091,0.3525,0.9055
0.1002,0.3529,0.909
0.1051,0.3564,0.9119
0.111,0.3603,0.9178
0.1101,0.3661,0.9222
0.1135,0.3617,0.9383
0.1145,0.3627,0.9363
0.1056,0.3485,0.949
0.0988,0.3456,0.9505
0.0978,0.3426,0.9554
0.0783,0.327,0.9651
0.07,0.3216,0.97
0.0602,0.3153,0.9788
0.0407,0.3109,0.9906
0.025,0.2967,1.0013
0.0074,0.2855,1.0287
-0.0107,0.2777,1.0565
-0.0248,0.2718,1.0741
-0.0312,0.2699,1.0893
-0.0307,0.2664,1.0991
-0.0346,0.2655,1.102
-0.041,0.2664,1.1122
-0.0419,0.2596,1.1254
-0.0405,0.2567,1.1264
-0.0366,0.2533,1.1205
-0.0331,0.2503,1.1108
-0.017,0.2489,1.0819
-0.0102,0.2459,1.0721
0.0021,0.2464,1.0614
0.0045,0.2445,1.0531
0.0157,0.2464,1.0365
0.0236,0.2435,1.0165
0.0216,0.2415,1.0101
0.0275,0.2361,1.0008
0.0245,0.2376,0.9886
0.028,0.2332,0.9862
0.028,0.2327,0.9862
0.0294,0.2278,0.9852
0.0226,0.2278,0.9876
0.0206,0.2288,0.995
0.0153,0.22,1.0043
0.0167,0.2224,1.0018
0.0099,0.2151,1.0072
0.0079,0.2088,1.0155
0.005,0.2088,1.0165
0.0065,0.2088,1.014
0.0074,0.2107,1.0126
0.0157,0.2132,1.0072
0.0226,0.2166,0.9979
0.0206,0.2122,0.993
0.0284,0.2176,0.9867
0.0363,0.221,0.9803
0.0363,0.2205,0.9744
0.046,0.2263,0.9622
0.047,0.2205,0.9558
0.0534,0.2229,0.9485
0.0563,0.2254,0.9427
0.0626,0.2317,0.9402
0.0665,0.2298,0.9348
0.0641,0.2307,0.9334
0.0636,0.2337,0.9344
0.0665,0.2312,0.9324
0.0714,0.2322,0.928
0.0729,0.2322,0.9285
0.0743,0.2268,0.9236
0.0753,0.2298,0.9256
0.0768,0.2254,0.9168
0.0802,0.2224,0.9212
0.0714,0.221,0.9217
0.0714,0.2141,0.9236
0.066,0.2171,0.9314
0.0631,0.2151,0.9339
0.0617,0.2171,0.9348
0.0538,0.2161,0.9456
0.0465,0.2166,0.9475
0.0421,0.22,0.9505
0.0387,0.218,0.9593
0.0338,0.2219,0.9598
0.027,0.22,0.9646
0.0206,0.2229,0.9651
0.0197,0.2239,0.9622
0.0143,0.2356,0.9632
0.0157,0.2317,0.9583
0.0148,0.2351,0.9583
0.0094,0.2385,0.9495
0.0114,0.242,0.9407
0.0157,0.2454,0.928
0.0143,0.2435,0.9285
0.0148,0.2464,0.9124
0.0133,0.245,0.909
0.0177,0.2401,0.9002
0.0197,0.242,0.8958
0.0226,0.2454,0.888
0.0226,0.2445,0.8865
0.0338,0.245,0.8728
0.0338,0.2435,0.8659
0.0333,0.242,0.864
0.0377,0.2425,0.8547
0.0416,0.245,0.8547
0.0436,0.2435,0.8571
0.0382,0.2513,0.864
0.0407,0.2498,0.8806
0.0382,0.2508,0.886
0.0275,0.2577,0.8943
0.0231,0.2601,0.8992
0.0226,0.2674,0.9041
0.0123,0.2752,0.907
0.0167,0.2757,0.9065
0.0123,0.2777,0.8992
0.0109,0.2801,0.9002
0.0109,0.2816,0.8963
0.0128,0.2826,0.8919
0.0109,0.2806,0.888
0.0123,0.2801,0.8836
0.0172,0.2801,0.8816
0.0211,0.2782,0.8782
0.025,0.2811,0.8792
0.0294,0.2816,0.8758
0.0407,0.2791,0.8826
0.0431,0.283,0.8865
0.0494,0.2801,0.8948
0.0602,0.2811,0.9099
0.0568,0.2738,0.9197
0.0617,0.2723,0.9236
0.0646,0.265,0.9378
0.0704,0.2669,0.9417
0.0695,0.2664,0.9456
0.067,0.2625,0.9505
0.0695,0.2655,0.9563
0.0709,0.2664,0.9588
0.0685,0.2689,0.9617
0.0626,0.2704,0.9607
0.0646,0.2738,0.9558
0.0582,0.2743,0.9539
0.0514,0.2826,0.9436
0.0534,0.2889,0.9402
0.045,0.2972,0.9265
0.0475,0.3021,0.9212
0.049,0.305,0.9207
0.0421,0.3075,0.9134
0.0382,0.3153,0.908
0.0397,0.3197,0.9002
0.0387,0.3265,0.8919
0.0367,0.3299,0.8948
0.0397,0.3319,0.8948
0.0397,0.3358,0.8968
0.0363,0.3416,0.9031
0.0363,0.3377,0.9075
0.0348,0.3387,0.9095
0.0289,0.3329,0.9236
0.0314,0.3294,0.9295
0.0348,0.3275,0.9319
0.0343,0.3275,0.9319
0.0358,0.326,0.9392
0.0382,0.3241,0.9378
0.0372,0.328,0.9402
0.0367,0.326,0.9441
0.0353,0.3275,0.9422
0.0407,0.3241,0.9471
0.0407,0.3241,0.9402
0.0372,0.3231,0.9427
0.0402,0.3221,0.9383
0.0377,0.3167,0.9432
0.0382,0.3197,0.9432
0.0377,0.3177,0.9495
0.0411,0.3236,0.9544
0.0367,0.3187,0.9598
0.0358,0.3211,0.9617
0.0338,0.3207,0.9681
0.0324,0.3192,0.969
0.026,0.3255,0.9729
0.0255,0.3265,0.9744
0.0265,0.3275,0.9749
0.0294,0.3285,0.9813
0.0294,0.3255,0.9793
0.0377,0.3265,0.9803
0.0367,0.3241,0.9754
0.0436,0.3255,0.9739
0.047,0.3246,0.9754
0.0524,0.3275,0.9725
0.0573,0.3319,0.969
0.0631,0.3343,0.9734
0.0636,0.3324,0.9739
0.0621,0.3382,0.971
0.0607,0.3407,0.9773
0.0607,0.3407,0.9773
0.0592,0.3426,0.9872
0.0582,0.3431,0.9925
0.0509,0.3416,0.9964
0.0509,0.3392,1.0028
0.045,0.3358,1.0096
0.0416,0.3382,1.013
0.0397,0.3397,1.014
0.0372,0.3353,1.015
0.0358,0.3392,1.0179
0.0284,0.3461,1.0189
0.0294,0.351,1.0233
0.0216,0.3608,1.0209
0.0157,0.3759,1.0223
0.0123,0.3832,1.0194
0.0074,0.391,1.0169
0.0079,0.3891,1.0052
0.0079,0.3876,0.9964
0.005,0.3896,0.9803
0.0006,0.3944,0.971
0.0021,0.3861,0.9622
0.004,0.3832,0.9461
0.004,0.3783,0.9412
0.0026,0.3754,0.9256
0.004,0.3715,0.9222
0.006,0.3656,0.9226
0.0021,0.3573,0.9231
0.0026,0.3485,0.9256
0.0021,0.3329,0.9427
0.004,0.3255,0.9466
-0.0014,0.3197,0.9593
-0.0048,0.305,0.9744
-0.0102,0.2918,0.9813
-0.0209,0.2772,1.0028
-0.0224,0.263,1.0121
-0.0297,0.2567,1.0213
-0.0395,0.2401,1.0355
-0.038,0.2342,1.0399
-0.0419,0.2283,1.0365
-0.0371,0.2263,1.037
-0.0375,0.218,1.0375
-0.0366,0.2176,1.0321
-0.0356,0.2156,1.0331
-0.0283,0.2136,1.0262
-0.0307,0.2136,1.015
-0.0322,0.2166,1.0096
-0.0317,0.2122,1.0003
-0.0278,0.2102,0.993
-0.0234,0.2088,0.9798
-0.0136,0.2088,0.9705
-0.0097,0.2083,0.9617
-0.0024,0.2112,0.9534
0.0035,0.218,0.9436
0.0109,0.2283,0.9397
0.0167,0.2337,0.9373
0.0187,0.2381,0.9353
0.0192,0.2435,0.9314
0.0221,0.2528,0.929
0.0241,0.2567,0.9226
0.0192,0.2723,0.9153
0.0143,0.2791,0.9065
-0.0009,0.2923,0.8982
-0.0258,0.2982,0.8924
-0.0502,0.3104,0.8958
-0.0717,0.326,0.9095
-0.0815,0.3304,0.9178
-0.0913,0.3309,0.9197
-0.0952,0.3343,0.9226
-0.1025,0.3421,0.9178
-0.1044,0.3476,0.9212
-0.0981,0.3544,0.9207
-0.0815,0.3617,0.9173
-0.0629,0.3656,0.9163
-0.059,0.3651,0.909
-0.0478,0.3632,0.906
-0.0317,0.3583,0.908
-0.0234,0.3515,0.9016
-0.0131,0.3441,0.9031
0.0016,0.3333,0.8958
0.0089,0.327,0.8929
0.0172,0.3207,0.8909
0.0241,0.3099,0.8846
0.0353,0.304,0.8875
0.0348,0.2997,0.8841
0.0407,0.3001,0.8855
0.0441,0.2938,0.887
0.0367,0.2938,0.888
0.0421,0.2894,0.8762
0.0455,0.2918,0.8787
0.0363,0.2938,0.8767
0.0187,0.2967,0.8718
0.0167,0.2977,0.8733
0.0026,0.2957,0.8865
-0.0063,0.2972,0.8943
-0.0366,0.2865,0.9099
-0.0458,0.284,0.9109
-0.0546,0.2767,0.9236
-0.0561,0.2801,0.929
-0.0664,0.2801,0.9519
-0.0659,0.2816,0.9637
-0.0624,0.2811,0.9788
-0.059,0.2762,0.9901
-0.0546,0.2743,0.996
-0.0439,0.2684,1.0082
-0.0268,0.2674,1.0013
-0.0175,0.2625,0.9974
-0.0117,0.2586,0.9969
0.0133,0.2498,0.9886
0.0299,0.242,0.9729
0.0397,0.2366,0.9646
0.0543,0.2356,0.9539
0.0685,0.2312,0.9392
0.0861,0.2391,0.9182
0.0851,0.2391,0.9085
0.0885,0.2586,0.8909
0.0831,0.2674,0.8865
0.0734,0.2772,0.885
0.0558,0.2928,0.8797
0.0411,0.2992,0.8767
0.0372,0.3104,0.8777
0.0245,0.3182,0.8797
0.0035,0.3324,0.8758
-0.02,0.3426,0.8718
-0.0454,0.349,0.8718
-0.0634,0.3573,0.8694
-0.0688,0.3603,0.8718
-0.0903,0.3588,0.8782
-0.0986,0.3578,0.8836
-0.1059,0.3554,0.8841
-0.1113,0.3608,0.8836
-0.1113,0.3529,0.8919
-0.1,0.3471,0.9002
-0.0913,0.3481,0.9002
-0.0839,0.349,0.9055
-0.0776,0.3431,0.9119
-0.0517,0.3412,0.9051
-0.0058,0.329,0.8997
0.007,0.3241,0.8972
0.0211,0.3187,0.888
0.0275,0.3119,0.8806
0.0358,0.3075,0.8811
0.0367,0.305,0.8811
0.0382,0.3011,0.8806
0.0319,0.2992,0.8762
0.0299,0.2992,0.8753
0.0284,0.3006,0.8792
0.0192,0.304,0.8792
0.0123,0.3143,0.8767
0.0055,0.3172,0.8758
-0.0004,0.3236,0.8748
-0.0073,0.3343,0.8753
-0.0239,0.3402,0.8718
-0.0312,0.3436,0.8737
-0.0405,0.3461,0.8762
-0.0395,0.3471,0.8762
-0.0463,0.3573,0.885
-0.0488,0.3637,0.8977
-0.0512,0.3637,0.9012
-0.0502,0.3661,0.9055
-0.0493,0.3588,0.9178
-0.041,0.3583,0.9178
-0.0419,0.3525,0.9226
-0.0288,0.3505,0.9192
-0.017,0.3436,0.9163
-0.0156,0.3431,0.9163
-0.0034,0.3407,0.9114
0.0011,0.3441,0.9099
0.0021,0.3436,0.9036
0.0074,0.3481,0.9041
0.0084,0.352,0.9051
0.0114,0.352,0.906
0.0074,0.352,0.9065
0.0114,0.351,0.9065
0.0089,0.3529,0.9007
0.0055,0.35,0.9021
0.0055,0.3544,0.9021
0.0074,0.3559,0.9085
0.006,0.3544,0.9119
0.0055,0.3549,0.9192
0.0074,0.3525,0.9246
0.0045,0.3539,0.928
-0.0029,0.3515,0.9466
-0.0058,0.3481,0.972
-0.0068,0.3461,0.9768
-0.0175,0.3324,0.9955
-0.0151,0.3202,1.0003
-0.0209,0.3192,1.0013
-0.0195,0.3099,1.0038
-0.0185,0.3104,1.0018
-0.018,0.3075,0.9974
-0.0263,0.3075,0.9925
-0.0263,0.3036,0.9881
-0.0229,0.3021,0.9788
-0.0195,0.3021,0.9754
-0.0185,0.3031,0.9666
-0.02,0.3045,0.9573
-0.0204,0.3036,0.9544
-0.0082,0.2992,0.9495
-0.0058,0.3036,0.9436
-0.0063,0.2992,0.9388
-0.0029,0.2992,0.9402
-0.0048,0.2953,0.9456
-0.0029,0.2997,0.95
-0.0043,0.2972,0.9632
-0.0009,0.3021,0.9744
-0.0019,0.3065,0.9857
0.004,0.3089,1.0228
-0.0019,0.3153,1.0546
-0.0034,0.3163,1.0702
0.0021,0.3128,1.1044
-0.0004,0.3163,1.1127
0.0016,0.3158,1.1132
-0.0004,0.3114,1.1103
-0.0063,0.3099,1.0888
-0.0078,0.3114,1.0482
-0.0092,0.3153,1.0033
-0.0014,0.3299,0.9588
0.0074,0.3392,0.9129
0.0089,0.3481,0.8943
0.0197,0.3578,0.8694
0.0197,0.3632,0.863
0.0211,0.3774,0.8474
0.0211,0.3871,0.8405
0.025,0.3891,0.8459
0.0216,0.3969,0.8484
0.0236,0.3984,0.8567
0.026,0.4018,0.8625
0.0226,0.393,0.8802
0.0245,0.3915,0.8924
0.0114,0.373,0.9124
0.0055,0.3593,0.9358
-0.0253,0.3324,1.0145
-0.1167,0.3207,1.1533
-0.2169,0.3564,1.1147
-0.3033,0.5005,1.1581
-0.3576,0.5142,1.2271
-0.383,0.5298,1.2564
-0.252,0.478,1.184
-0.145,0.3886,1.1357
-0.1397,0.3764,1.1284
-0.1587,0.3774,1.1332
-0.1875,0.3651,1.1391
-0.1743,0.35,1.1254
-0.1362,0.3304,1.1083
-0.0864,0.307,1.0878
-0.038,0.2782,1.0682
0.0309,0.2298,1.0277
0.0651,0.1878,0.9837
0.0827,0.1741,0.971
0.1091,0.1624,0.9563
0.1174,0.1756,0.9588
0.1101,0.1834,0.9729
0.1174,0.1858,0.9984
0.1051,0.1902,1.0243
0.1051,0.1873,1.0277
0.0988,0.1995,1.0326
0.0968,0.197,1.0326
0.0978,0.1975,1.0194
0.0861,0.1907,0.9955
0.0739,0.1912,0.9773
0.0646,0.1897,0.9656
0.0626,0.1848,0.9583
0.0558,0.1883,0.948
0.0411,0.1863,0.9339
0.0319,0.1848,0.9202
0.0265,0.1887,0.9202
0.0192,0.1966,0.9163
0.0187,0.2024,0.9153
0.0211,0.2122,0.9182
0.0211,0.2219,0.9173
0.0201,0.2244,0.9104
0.0289,0.2351,0.9114
0.0319,0.2396,0.9099
0.0382,0.2415,0.9046
0.0397,0.2406,0.9046
0.0411,0.2411,0.9051
0.0475,0.2464,0.9051
0.0514,0.2503,0.908
0.0558,0.2567,0.9129
0.0553,0.2586,0.9134
0.0563,0.2591,0.9158
0.0626,0.2621,0.9182
0.0646,0.2606,0.9178
0.0656,0.2621,0.9265
0.0597,0.2616,0.9417
0.0587,0.2581,0.9451
0.0485,0.2562,0.9471
0.0314,0.2445,0.9588
0.0289,0.2445,0.9641
0.0265,0.242,0.9646
0.0289,0.2474,0.971
0.0255,0.2459,0.9681
0.0245,0.244,0.9671
0.0299,0.2435,0.9598
0.0304,0.244,0.9549
0.0314,0.242,0.9456
0.0314,0.243,0.9344
0.0353,0.2415,0.9212
0.0436,0.2474,0.9114
0.0407,0.2479,0.9031
0.0397,0.2489,0.9007
0.0411,0.2503,0.8972
0.0587,0.2401,0.8581
0.0729,0.2406,0.8352
0.0817,0.2704,0.8503
0.0563,0.2928,0.8679
0.0465,0.2938,0.8767
0.025,0.2816,0.9363
0.0084,0.2752,0.9505
-0.0292,0.2777,0.9823
-0.0449,0.284,0.9901
-0.0649,0.2938,0.996
-0.0668,0.3021,0.9984
-0.0688,0.3231,0.9979
-0.059,0.3314,0.9989
-0.0537,0.3314,0.9969
-0.0493,0.3324,0.9906
-0.0273,0.3285,0.9808
-0.0102,0.3207,0.9744
0.0148,0.3006,0.9544
0.0499,0.2953,0.9226
0.0724,0.2914,0.9119
0.087,0.2894,0.8972
0.113,0.2987,0.8787
0.1252,0.3084,0.8669
